"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL1209766"	""	"None"	"395.29"	"0"	"2.95"	"35"	"COCCN(C)c1nc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)n2n1"	"Ki"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"19.59"	"0.41"	"4.79"	"9.49"	"0"	"CHEMBL1211741"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1208739"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL225210"	""	"None"	"392.38"	"0"	"2.72"	"25"	"N[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1cc(F)c(F)cc1F"	"Ki"	"'='"	"7.1"	"nM"	"8.15"	""	""	"UO_0000065"	"20.77"	"0.40"	"5.43"	"12.58"	"0"	"CHEMBL914338"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143002"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"None"	""	""
"CHEMBL3350935"	""	"None"	"299.42"	"0"	"2.04"	"23"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2"	"Ki"	"'='"	"0.9"	"nM"	"9.05"	""	""	"UO_0000065"	"30.21"	"0.56"	"7.01"	"12.90"	"0"	"CHEMBL839953"	"In vitro inhibition constant against human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140346"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""
"CHEMBL206184"	""	"None"	"209.29"	"0"	"0.90"	"10"	"C=CCN(CC#N)C(=O)[C@@H](N)C(C)(C)C"	"Ki"	"'='"	"212.0"	"nM"	"6.67"	""	""	"UO_0000065"	"31.89"	"0.61"	"5.77"	"9.52"	"0"	"CHEMBL867212"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139028"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL3350933"	""	"None"	"263.34"	"0"	"0.38"	"16d"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C1(CO)CCCC1"	"Ki"	"'='"	"7.4"	"nM"	"8.13"	""	""	"UO_0000065"	"30.88"	"0.58"	"7.75"	"9.00"	"0"	"CHEMBL839953"	"In vitro inhibition constant against human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140346"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""
"CHEMBL1909988"	""	"None"	"398.29"	"0"	"4.98"	"3c, atropisomer"	"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(c1ccccc1)C2=O"	"Ki"	"'='"	"8.0"	"nM"	"8.10"	""	""	"UO_0000065"	"20.33"	"0.41"	"3.12"	"13.67"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL1910114"	""	"None"	"380.28"	"0"	"3.42"	"3r, atropisomer"	"COCCN1Cc2c(nc(C)c(CN)c2-c2ccc(Cl)cc2Cl)C1=O"	"Ki"	"'='"	"4.0"	"nM"	"8.40"	""	""	"UO_0000065"	"22.08"	"0.46"	"4.98"	"12.27"	"0"	"CHEMBL1912807"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909536"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL371757"	""	"None"	"330.43"	"0"	"2.90"	"22"	"N[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CCSC1"	"Ki"	"'='"	"170.0"	"nM"	"6.77"	""	""	"UO_0000065"	"20.49"	"0.40"	"3.87"	"14.61"	"0"	"CHEMBL863902"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148544"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL278393"	""	"None"	"210.32"	"0"	"1.52"	"5"	"N[C@H](C(=O)N1CCCC1)C1CCCCC1"	"Ki"	"'='"	"64.0"	"nM"	"7.19"	""	""	"UO_0000065"	"34.20"	"0.65"	"5.67"	"15.53"	"0"	"CHEMBL839526"	"Inhibitory concentration against dipeptidylpeptidase IV"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1138669"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"None"	""	""
"CHEMBL3350937"	""	"None"	"317.41"	"0"	"2.14"	"30"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(F)(C3)C1)C2"	"Ki"	"'='"	"1.8"	"nM"	"8.74"	""	""	"UO_0000065"	"27.55"	"0.52"	"6.60"	"12.47"	"0"	"CHEMBL839953"	"In vitro inhibition constant against human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140346"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""
"CHEMBL1215016"	""	"None"	"433.30"	"0"	"2.04"	"24g"	"Cc1nc2nc(C(=O)N3CCNC(=O)C3)cn2c(-c2ccc(Cl)cc2Cl)c1CN"	"Ki"	"'='"	"1.0"	"nM"	"9.00"	""	""	"UO_0000065"	"20.77"	"0.42"	"6.96"	"8.52"	"0"	"CHEMBL1218970"	"Inhibition of human recombinant DPP4 assessed as Gly-Pro-pNA cleavage"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1212920"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""
"CHEMBL1214876"	""	"None"	"379.25"	"0"	"3.65"	"19, rac"	"CCOC(=O)c1cn2c(-c3ccc(Cl)cc3Cl)c(CN)c(C)nc2n1"	"Ki"	"'='"	"0.7"	"nM"	"9.15"	""	""	"UO_0000065"	"24.14"	"0.50"	"5.50"	"11.10"	"0"	"CHEMBL1218970"	"Inhibition of human recombinant DPP4 assessed as Gly-Pro-pNA cleavage"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1212920"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""
"CHEMBL3350932"	""	"None"	"259.35"	"0"	"1.57"	"8d"	"C=CC1([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CCCC1"	"Ki"	"'='"	"3.9"	"nM"	"8.41"	""	""	"UO_0000065"	"32.42"	"0.60"	"6.84"	"11.99"	"0"	"CHEMBL852351"	"In vitro inhibition constant against human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140346"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""
"CHEMBL1269842"	""	"None"	"378.86"	"0"	"4.49"	"(-)-14"	"COc1ccccc1-c1cn2c(-c3ccccc3Cl)c(CN)c(C)nc2n1"	"Ki"	"'='"	"26.0"	"nM"	"7.58"	""	""	"UO_0000065"	"20.02"	"0.38"	"3.10"	"11.59"	"0"	"CHEMBL1274952"	"Inhibition of human DPP4 after 15 mins by para-nitroaniline release assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268879"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL383012"	""	"None"	"287.41"	"0"	"2.04"	"24"	"N#CCN(C(=O)[C@@H](N)C12CC3CC(CC(C3)C1)C2)C1CC1"	"Ki"	"'='"	"188.0"	"nM"	"6.73"	""	""	"UO_0000065"	"23.40"	"0.44"	"4.69"	"9.59"	"0"	"CHEMBL867212"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139028"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL380664"	""	"None"	"197.28"	"0"	"0.73"	"14"	"C[C@H](C#N)N(C)C(=O)[C@@H](N)C(C)(C)C"	"Ki"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL867212"	"Inhibition of DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139028"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL142703"	"VILDAGLIPTIN"	"4.0"	"303.41"	"0"	"1.17"	"Vildagliptin"	"N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2"	"Ki"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"28.09"	"0.53"	"7.35"	"11.16"	"0"	"CHEMBL2149434"	"Inhibition of DPP4 in human plasma using Gly-Pro-AMC as substrate by fluorimetric analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"CHEMBL3559721"	"Plasma"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2146411"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""
"CHEMBL92760"	""	"None"	"259.33"	"0"	"-0.53"	"6"	"CCC(C)[C@H](N)C(=O)N1CS(=O)(=O)C[C@H]1C#N"	"Ki"	"'='"	"21.0"	"nM"	"7.68"	""	""	"UO_0000065"	"29.61"	"0.62"	"8.21"	"7.36"	"0"	"CHEMBL664933"	"Inhibition of human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128930"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL199502"	""	"None"	"381.49"	"0"	"3.06"	"38"	"CC(C)(SCCCc1ccc(F)cc1)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N"	"Ki"	"'='"	"45.0"	"nM"	"7.35"	""	""	"UO_0000065"	"19.26"	"0.39"	"4.29"	"10.48"	"0"	"CHEMBL863964"	"Inhibitory activity against human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141969"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL372110"	""	"None"	"336.44"	"0"	"1.88"	"28"	"CC(C)(SCc1ccccn1)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N"	"Ki"	"'='"	"12.0"	"nM"	"7.92"	""	""	"UO_0000065"	"23.54"	"0.47"	"6.04"	"9.54"	"0"	"CHEMBL863964"	"Inhibitory activity against human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141969"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL3350925"	""	"None"	"277.37"	"0"	"1.03"	"10g"	"CCC1([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CCOCC1"	"Ki"	"'='"	"21.0"	"nM"	"7.68"	""	""	"UO_0000065"	"27.68"	"0.52"	"6.65"	"9.68"	"0"	"CHEMBL839953"	"In vitro inhibition constant against human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140346"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""
"CHEMBL3350926"	""	"None"	"277.37"	"0"	"0.77"	"16e"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C1(CO)CCCCC1"	"Ki"	"'='"	"8.0"	"nM"	"8.10"	""	""	"UO_0000065"	"29.19"	"0.55"	"7.33"	"8.96"	"0"	"CHEMBL839953"	"In vitro inhibition constant against human Dipeptidyl peptidase IV"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140346"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""
"CHEMBL3350819"	""	"None"	"209.29"	"0"	"0.87"	"26"	"CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C#N"	"Ki"	"'='"	"2.2"	"nM"	"8.66"	""	""	"UO_0000065"	"41.37"	"0.79"	"7.79"	"12.35"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL380760"	""	"None"	"324.42"	"0"	"2.82"	"16"	"CC1(C)OCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1"	"Ki"	"'>'"	"12800.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL863902"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148544"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL201391"	""	"None"	"324.42"	"0"	"2.21"	"14"	"N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1CO"	"Ki"	"'>'"	"12800.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL863902"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148544"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL199614"	""	"None"	"337.40"	"0"	"2.88"	"8"	"N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2)cc1"	"Ki"	"'='"	"3.1"	"nM"	"8.51"	""	""	"UO_0000065"	"25.22"	"0.46"	"5.63"	"12.13"	"0"	"CHEMBL863902"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148544"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL199922"	""	"None"	"379.46"	"0"	"2.76"	"7"	"COc1ccc(-c2ccc(C[C@H](N)C(=O)N3CCC[C@H]3C#N)cc2)cc1OC"	"Ki"	"'='"	"26.0"	"nM"	"7.58"	""	""	"UO_0000065"	"19.99"	"0.37"	"4.83"	"8.56"	"0"	"CHEMBL863902"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148544"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""
"CHEMBL2441953"	""	"None"	"435.36"	"0"	"3.65"	"2t, More active atropisomer"	"CCCN(C)C(=O)CN1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O"	"Ki"	"'='"	"0.4"	"nM"	"9.40"	""	""	"UO_0000065"	"21.59"	"0.44"	"5.75"	"11.82"	"0"	"CHEMBL2444439"	"Inhibition of human DPP4 assessed as Gly-Pro-pNA cleavage preincubated for 40 mins followed by substrate addition"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2439999"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""
"CHEMBL381626"	""	"None"	"193.25"	"0"	"0.25"	"29"	"N#C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1"	"Ki"	"'='"	"22.0"	"nM"	"7.66"	""	""	"UO_0000065"	"39.63"	"0.75"	"7.41"	"13.64"	"0"	"CHEMBL664122"	"In vitro test for inhibitory activity against human dipeptidyl peptidase IV."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128915"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1996"	"None"	""	""
"CHEMBL2334699"	""	"None"	"404.47"	"0"	"1.32"	"1s"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C1CCN(C(=O)c2cnc3ccccc3n2)CC1"	"Ki"	"'='"	"4.0"	"nM"	"8.40"	""	""	"UO_0000065"	"20.76"	"0.38"	"7.08"	"7.23"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL2334687"	""	"None"	"332.45"	"0"	"1.11"	"1g"	"CC(C)(C)C(=O)N1CCC([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CC1"	"Ki"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"23.30"	"0.44"	"6.63"	"8.56"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL2334685"	""	"None"	"363.53"	"0"	"1.21"	"1e"	"CC(C)(C)NC(=S)N1CCC([C@H](N)C(=O)N2[C@H](C#N)C[C@@H]3C[C@@H]32)CC1"	"Ki"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"21.30"	"0.42"	"6.53"	"9.07"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL1209537"	""	"None"	"383.28"	"1"	"5.14"	"14"	"Cc1nc2c(-c3ccccc3)cnn2c(-c2ccc(Cl)cc2Cl)c1CN"	"Ki"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	"20.49"	"0.41"	"2.71"	"13.97"	"0"	"CHEMBL1211741"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1208739"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""
"CHEMBL1215090"	""	"None"	"447.35"	"0"	"4.49"	"24m"	"Cc1csc(NC(=O)c2cn3c(-c4ccc(Cl)cc4Cl)c(CN)c(C)nc3n2)n1"	"Ki"	"'='"	"6.6"	"nM"	"8.18"	""	""	"UO_0000065"	"18.29"	"0.39"	"3.69"	"8.33"	"0"	"CHEMBL1218970"	"Inhibition of human recombinant DPP4 assessed as Gly-Pro-pNA cleavage"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1212920"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""
"CHEMBL1215235"	""	"None"	"446.36"	"0"	"4.46"	"24u"	"Cc1nc2nc(C(=O)NCc3cccs3)cn2c(-c2ccc(Cl)cc2Cl)c1CN"	"Ki"	"'='"	"3.2"	"nM"	"8.49"	""	""	"UO_0000065"	"19.03"	"0.40"	"4.03"	"9.96"	"0"	"CHEMBL1218970"	"Inhibition of human recombinant DPP4 assessed as Gly-Pro-pNA cleavage"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1212920"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""
"CHEMBL2334690"	""	"None"	"424.59"	"0"	"2.67"	"1j"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C1CCN(C(=O)CC23CC4CC(CC(C4)C2)C3)CC1"	"Ki"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"18.24"	"0.34"	"5.07"	"8.56"	"0"	"CHEMBL2344422"	"Inhibition of human DPP4 using gly-pro-para-nitroanilide as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2331330"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""
"CHEMBL216376"	""	"None"	"256.11"	"None"	"None"	"17"	"CC(C)C(=O)N(C)CC(=O)N1CCC[C@H]1B(O)O"	"Ki"	"'='"	"19500.0"	"nM"	"4.71"	""	""	"UO_0000065"	"18.39"	"None"	"None"	"None"	"0"	"CHEMBL908231"	"Inhibition constant against DPP-4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137598"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""
"CHEMBL385517"	"SAXAGLIPTIN"	"4.0"	"315.42"	"0"	"1.16"	"5, BMS-477118"	"N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2"	"Ki"	"'='"	"0.6"	"nM"	"9.22"	""	""	"UO_0000065"	"29.24"	"0.55"	"8.06"	"10.21"	"1"	"CHEMBL1022259"	"Inhibition of human DPP4"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL284"	"Dipeptidyl peptidase IV"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152762"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2009"	"None"	""	""
